datetime,open,high,low,close,volume
2020-01-01 00:00:00,1.1002483570765058,1.100663263818818,1.0998667955649304,1.1005282281638231,24
2020-01-01 00:01:00,1.1001792249259201,1.1003930553966457,1.1000071479237643,1.1003641516625027,51
2020-01-01 00:02:00,1.1005030691949704,1.1006734792531543,1.1004203480882861,1.1005149952689544,10
2020-01-01 00:03:00,1.1012645841231745,1.1013261764291022,1.1007576592361654,1.1011351967676335,72
2020-01-01 00:04:00,1.1011475074358128,1.1016658750319261,1.1010361968109061,1.1012871520985354,21
2020-01-01 00:05:00,1.1010304389573382,1.101151794775897,1.1007633426435182,1.1011091360344225,70
2020-01-01 00:06:00,1.101820045365092,1.1019993251041698,1.1017228381072084,1.1019990840090974,85
2020-01-01 00:07:00,1.1022037627296684,1.1024942148162182,1.1018943019318808,1.1023307970900047,57
2020-01-01 00:08:00,1.101969025536701,1.1023107852134515,1.1017524873259235,1.102178936079765,39
2020-01-01 00:09:00,1.102240305558494,1.1024278195860193,1.1020390335858183,1.1021332585161818,88
2020-01-01 00:10:00,1.1020085967120876,1.1025935874980883,1.1019898694743397,1.1022720755252144,33
2020-01-01 00:11:00,1.1017757318353025,1.101967796711954,1.101510572505794,1.101815251756241,59
2020-01-01 00:12:00,1.1018967129710855,1.1024655936155678,1.1016392802573687,1.1023117651456105,18
2020-01-01 00:13:00,1.1009400728487566,1.1011280534689785,1.1005228116481163,1.1008022352851388,56
2020-01-01 00:14:00,1.1000776139325001,1.1005907016615195,1.099960894067231,1.1004248066931333,92
2020-01-01 00:15:00,1.0997964701678797,1.0998748175523267,1.0995887943976759,1.0998360523245723,57
2020-01-01 00:16:00,1.0992900546077125,1.0993429575759746,1.0988559017918942,1.0991597710069896,96
2020-01-01 00:17:00,1.09944717827401,1.0998479507468915,1.0987839699875772,1.0993504011071993,76
2020-01-01 00:18:00,1.0989931662362495,1.0991202498422914,1.0988388650029288,1.0989290967746106,48
2020-01-01 00:19:00,1.0982870143855819,1.098619699253833,1.0981766662255996,1.0983718475748623,42
2020-01-01 00:20:00,1.0990198387700427,1.0991363923937032,1.098779786420095,1.09912440586765,27
2020-01-01 00:21:00,1.0989069506197995,1.0989624260073911,1.0986995783465947,1.0987922106190118,74
2020-01-01 00:22:00,1.0989407147221435,1.0992128464413111,1.098853558482268,1.0989358438036914,52
2020-01-01 00:23:00,1.0982283406290367,1.098918558780583,1.0979975604821857,1.098656794700759,42
2020-01-01 00:24:00,1.0979561492667742,1.0989055603319584,1.0975822009268352,1.0983016579007943,32
2020-01-01 00:25:00,1.098011610561629,1.0981356452045146,1.0979339064065925,1.0980988752955638,26
2020-01-01 00:26:00,1.097436113772918,1.0978038167048538,1.097398028994933,1.0974437144685516,25
2020-01-01 00:27:00,1.097623962782091,1.0978957583180224,1.097534119037834,1.0976479690474346,75
2020-01-01 00:28:00,1.0973236434371316,1.0974882789147327,1.0972216820984935,1.0974463470316778,23
2020-01-01 00:29:00,1.097177796562235,1.0972761237993613,1.096966349846854,1.0969732380491952,98
2020-01-01 00:30:00,1.0968769432561203,1.0970383677754478,1.096327802477953,1.0968254679486356,57
2020-01-01 00:31:00,1.0978030823483746,1.0979977915883155,1.0973377158511324,1.0974693655335992,52
2020-01-01 00:32:00,1.0977963337360057,1.0979714499143982,1.0977056319934948,1.0978761783605269,87
2020-01-01 00:33:00,1.0972674782715277,1.0974980114913016,1.0970710194646767,1.0973969174594682,93
2020-01-01 00:34:00,1.0976787507275794,1.097890792709079,1.0975703165908017,1.0975821134351196,31
2020-01-01 00:35:00,1.0970683289025938,1.097935058263034,1.0969789544024333,1.0973831262552518,64
2020-01-01 00:36:00,1.097172760700096,1.0972512438935318,1.096859097727324,1.0969276075674956,71
2020-01-01 00:37:00,1.0961929256381562,1.0962947183632976,1.0958659579079149,1.0959000506621142,33
2020-01-01 00:38:00,1.095528832613707,1.0955788378398574,1.09533628610065,1.095573722977419,85
2020-01-01 00:39:00,1.0956272632316415,1.0961904980731418,1.0955859409757023,1.095836682892164,2
2020-01-01 00:40:00,1.095996496521639,1.0964722246861485,1.0958744532877214,1.0963332820599307,18
2020-01-01 00:41:00,1.096082180662234,1.0961640371498567,1.0959590092174665,1.0959904038096602,47
2020-01-01 00:42:00,1.09602435652104,1.096344910367313,1.095907050267127,1.0962400926877263,33
2020-01-01 00:43:00,1.0958738046732452,1.095904275647652,1.0958212596984869,1.095866102979345,98
2020-01-01 00:44:00,1.0951345436780615,1.095299027664538,1.0949570962599462,1.0951000182180735,84
2020-01-01 00:45:00,1.094774621573864,1.0951755596948263,1.0943646333181485,1.0949513535613613,35
2020-01-01 00:46:00,1.0945443021883843,1.0946748081770508,1.094312487375393,1.094674766764067,51
2020-01-01 00:47:00,1.0950728633014937,1.0950747233657214,1.0946903339223606,1.0947575848700968,18
2020-01-01 00:48:00,1.0952446724462779,1.0956055594595258,1.0951595744596299,1.0955399805162231,88
2020-01-01 00:49:00,1.0943631523685966,1.094670208776198,1.0941237029838675,1.094639170639426,72
2020-01-01 00:50:00,1.094525194353294,1.0946902140062276,1.0941257470735462,1.0944000818129922,30
2020-01-01 00:51:00,1.094332653213086,1.0945852399629155,1.0941907650126004,1.0944118139197734,44
2020-01-01 00:52:00,1.093994192212933,1.0942246215480047,1.0939364824737579,1.0940929982501897,53
2020-01-01 00:53:00,1.0943000303573536,1.0944129103162736,1.0941432796531287,1.0943521651105184,10
2020-01-01 00:54:00,1.0948155301186016,1.0950847043032963,1.094358481772665,1.0947054690878324,87
2020-01-01 00:55:00,1.0952811701781597,1.095445021750104,1.0949754910858067,1.095146845504572,52
2020-01-01 00:56:00,1.0948615614165484,1.0949568055912573,1.0947453412464527,1.0948564506023502,49
2020-01-01 00:57:00,1.0947069552286228,1.0951163788686173,1.0946660774223023,1.0949415010324748,11
2020-01-01 00:58:00,1.0948725869443245,1.0950338192410438,1.0946321570391093,1.0949813069752434,66
2020-01-01 00:59:00,1.0953603595078858,1.0953990774901594,1.0952071004991173,1.0952862366414686,58
2020-01-01 01:00:00,1.095120772388963,1.0954452917235264,1.095057281736713,1.0952751121310929,90
2020-01-01 01:01:00,1.095027942900631,1.095055417258311,1.0943916622956285,1.094458234376505,36
2020-01-01 01:02:00,1.0944747754136281,1.0947826215236882,1.094456098041848,1.0947045285537025,33
2020-01-01 01:03:00,1.0938766721015878,1.0938973164521744,1.0934228629233425,1.0935287293458322,47
2020-01-01 01:04:00,1.094282935012785,1.094336007482665,1.0939075527626683,1.0942104468245044,13
2020-01-01 01:05:00,1.0949610550270703,1.0950776067585926,1.0946728024058774,1.0947371210481451,40
2020-01-01 01:06:00,1.0949250499662802,1.0954128133979355,1.0943151270568066,1.094666113671136,89
2020-01-01 01:07:00,1.095426816415226,1.095685837605139,1.0954231360890694,1.0956589817727018,68
2020-01-01 01:08:00,1.0956076344277499,1.0958921840549698,1.095469041364038,1.0955140941874875,42
2020-01-01 01:09:00,1.0952850745504474,1.095539618407242,1.095146529999424,1.0953543753267936,19
2020-01-01 01:10:00,1.0954657723532017,1.09565885185012,1.0952025221381165,1.095456388237426,82
2020-01-01 01:11:00,1.0962347906364347,1.0965774249462408,1.0958942877048088,1.0963301988018794,94
2020-01-01 01:12:00,1.0962168776168797,1.096249973513284,1.0961764118575952,1.0962322419950918,19
2020-01-01 01:13:00,1.0969991994447867,1.0970386625862678,1.0964162296201312,1.096742600999949,58
2020-01-01 01:14:00,1.095689326892742,1.0960121106357184,1.0955427202936372,1.0958885802566314,23
2020-01-01 01:15:00,1.0961002781449296,1.096163492716135,1.0956379144437858,1.0960015268282974,54
2020-01-01 01:16:00,1.0961438016790488,1.096266955909003,1.0956774542005099,1.0958324852993169,80
2020-01-01 01:17:00,1.0959942980038158,1.0962350748912495,1.095798066954452,1.0959086749716225,65
2020-01-01 01:18:00,1.0960401783920835,1.0963682196053466,1.0959933735012128,1.0963403303502104,12
2020-01-01 01:19:00,1.095046393934783,1.095306476136176,1.0949966882111681,1.0952164382832057,24
2020-01-01 01:20:00,1.0949365579908643,1.0949366635826356,1.094626721232288,1.0948668275639828,34
2020-01-01 01:21:00,1.0951151142766202,1.095235355626406,1.095017190761787,1.0950452627357565,53
2020-01-01 01:22:00,1.0958540612989909,1.0961428322622175,1.0953963203480301,1.0957897342887475,8
2020-01-01 01:23:00,1.095594926189854,1.0964695119771937,1.0953714888975128,1.0960102757865662,18
2020-01-01 01:24:00,1.0951906793884074,1.095377173848752,1.0951535102379688,1.0952670664788537,57
2020-01-01 01:25:00,1.0949398008666151,1.0952699516812363,1.094877801069982,1.0950258091960534,5
2020-01-01 01:26:00,1.0953975019254663,1.095705186655802,1.0953861842276862,1.0956035586162727,26
2020-01-01 01:27:00,1.095561877480296,1.0956391913758647,1.0953180833223373,1.0956096353121012,30
2020-01-01 01:28:00,1.0952969973784126,1.095387647060217,1.0948549685764408,1.0952451889492485,54
2020-01-01 01:29:00,1.0955536310949692,1.0958441246018633,1.095485643537851,1.095514361125152,13
2020-01-01 01:30:00,1.0956021698696432,1.0956675188225637,1.095224253772683,1.0955878496177605,83
2020-01-01 01:31:00,1.0960864923649096,1.096146587236832,1.095927105458511,1.0960790479176077,29
2020-01-01 01:32:00,1.095735465817971,1.096005433155507,1.0957165740750825,1.0958809917266983,3
2020-01-01 01:33:00,1.095571634744672,1.0958097905453896,1.0954877127502671,1.0955820239218335,90
2020-01-01 01:34:00,1.095375580668106,1.0957299310410331,1.095202804075988,1.0955221086835492,58
2020-01-01 01:35:00,1.09464382319404,1.0946589760513472,1.094371786891687,1.0946276798780183,76
